equipmentnumber,type,description,geocoordX,geocoordY,state,stateExplanation,stationnumber,datetime
10475802,ELEVATOR,zu Gleis 2/3,12.2796673,51.6610749,ACTIVE,available,6849,2019-07-07T15:13:10Z
10202197,ELEVATOR,zu Gleis 1/2,13.80867939,51.01162659,ACTIVE,available,1347,2019-07-07T15:13:10Z
10502110,ELEVATOR,zu Gleis 2/3,10.5619879,51.9551111,ACTIVE,available,6412,2019-07-07T15:13:10Z
10502113,ELEVATOR,zu Gleis 1,12.1476772,50.4931893,ACTIVE,available,8292,2019-07-07T15:13:10Z
10035580,ESCALATOR,zu Gleis 8/9,6.95955,50.94281,ACTIVE,available,3320,2019-07-07T15:13:10Z
10226149,ELEVATOR,zu Gleis 1/2 (S-Bahn),13.5369277,52.525946,ACTIVE,available,5934,2019-07-07T15:13:10Z
10035581,ESCALATOR,zu Gleis 6/7,6.9593,50.94272,ACTIVE,available,3320,2019-07-07T15:13:10Z
10035579,ESCALATOR,zu Gleis 10/11 (S-Bahn),6.95892,50.94371,ACTIVE,available,3320,2019-07-07T15:13:10Z
10194030,ESCALATOR,zu Gleis 11/12 (S-Bahn),13.35186545,52.47928475,ACTIVE,available,558,2019-07-07T15:13:10Z
10445184,ELEVATOR,zu Gleis 2/3,11.19264808,47.68244553,ACTIVE,available,4284,2019-07-07T15:13:10Z
10445182,ELEVATOR,zu Gleis 1/4,11.1930857,47.6824826,ACTIVE,available,4284,2019-07-07T15:13:10Z
10284893,ELEVATOR,zu Gleis 2 (S-Bahn),7.4689019,51.5080061,ACTIVE,available,1292,2019-07-07T15:13:10Z
10445189,ELEVATOR,zu Gleis 2/3,11.26585148,47.44023022,ACTIVE,available,4134,2019-07-07T15:13:10Z
10035596,ELEVATOR,zu Gleis 4/5,6.9583365,50.9433423,ACTIVE,available,3320,2019-07-07T15:13:10Z
10445186,ELEVATOR,zu Gleis 1,11.26564203,47.44019193,ACTIVE,available,4134,2019-07-07T15:13:10Z
10245299,ELEVATOR,Nicht Reisendenrelevant,13.4346199,52.5097505,INACTIVE,not available,530,2019-07-07T15:13:10Z
10271576,ELEVATOR,zu Gleis 3,9.620731501,47.830334,INACTIVE,not available,4483,2019-07-07T15:13:10Z
10271575,ELEVATOR,zu Gleis 2,9.621017189,47.8302962,ACTIVE,available,4483,2019-07-07T15:13:10Z
10302290,ESCALATOR,von 1.UG zu 2.UG,8.69609,50.11355,ACTIVE,available,1853,2019-07-07T15:13:10Z
10079174,ELEVATOR,zu Gleis 1/2,13.9302088,50.9629752,ACTIVE,available,4943,2019-07-07T15:13:10Z
10194046,ESCALATOR,zu Gleis 1/2 (S-Bahn),13.32809355,52.47763795,ACTIVE,available,970,2019-07-07T15:13:10Z
10194045,ELEVATOR,Gleis 1/2 (S-Bahn) - EG - U9,13.3287289,52.4776304,ACTIVE,available,970,2019-07-07T15:13:10Z
10194044,ELEVATOR,Gleis 1/2 (S-Bahn) - EG - U9,13.3282478,52.4776297,ACTIVE,available,970,2019-07-07T15:13:10Z
10302295,ESCALATOR,von 1.UG zu 2.UG,8.69609,50.11353,ACTIVE,available,1853,2019-07-07T15:13:10Z
10046237,ELEVATOR,zu Gleis 5,11.4566546,49.2732314,ACTIVE,available,4416,2019-07-07T15:13:10Z
10194062,ESCALATOR,von EG zu U-Bahn Gleis,13.3281,52.4776,ACTIVE,available,970,2019-07-07T15:13:10Z
10430916,ESCALATOR,zu Gleis 11/12,9.7419464,52.37750905,ACTIVE,available,2545,2019-07-07T15:13:10Z
10430917,ESCALATOR,zu Gleis 1/2 (S-Bahn),9.74112135,52.3768094,ACTIVE,available,2545,2019-07-07T15:13:10Z
10008878,ELEVATOR,zu Gleis 5/6,12.3166047,51.6228899,ACTIVE,available,680,2019-07-07T15:13:10Z
10467302,ELEVATOR,zu Gleis 4/5,9.510183295,53.92387901,INACTIVE,not available,3016,2019-07-07T15:13:10Z
10467301,ELEVATOR,zu Gleis 2/3,9.510399081,53.92393493,ACTIVE,available,3016,2019-07-07T15:13:10Z
10467300,ELEVATOR,von EG zu Tunnel,9.510496006,53.92410237,ACTIVE,available,3016,2019-07-07T15:13:10Z
10008887,ELEVATOR,von Empfangshalle zu Tunnel,12.3172696,51.6228387,ACTIVE,available,680,2019-07-07T15:13:10Z
10084523,ELEVATOR,zu Gleis 2/3,9.5215878,52.4068888,INACTIVE,under construction,1145,2019-07-07T15:13:10Z
10060534,ELEVATOR,zu Gleis 1/2 (S-Bahn),9.1550797,48.7697367,ACTIVE,available,6083,2019-07-07T15:13:10Z
10047570,ELEVATOR,zu Gleis 2/3,6.7308552,51.1609414,ACTIVE,available,4583,2019-07-07T15:13:10Z
10507855,ELEVATOR,,11.143045,47.845166,UNKNOWN,monitoring disrupted,6616,2019-07-07T15:13:10Z
10007539,ELEVATOR,zu Gleis 3/4,13.5734009,52.4131688,ACTIVE,available,540,2019-07-07T15:13:10Z
10007538,ELEVATOR,zu Gleis 1/2,13.5732065,52.4130702,ACTIVE,available,540,2019-07-07T15:13:10Z
10507857,ELEVATOR,,11.142691,47.845299,ACTIVE,available,6616,2019-07-07T15:13:10Z
10507856,ELEVATOR,,11.1428854,47.8451547,INACTIVE,not available,6616,2019-07-07T15:13:10Z
10186440,ELEVATOR,zu Gleis 1/2 Abschnitt C,9.4475091,51.3106025,ACTIVE,available,3127,2019-07-07T15:13:10Z
10306675,ELEVATOR,zu Gleis 3/4,13.3761131,52.5098235,ACTIVE,available,5016,2019-07-07T15:13:10Z
10186446,ELEVATOR,zu Gleis 3/4 Abschnitt C,9.4477613,51.3106544,ACTIVE,available,3127,2019-07-07T15:13:10Z
10186447,ELEVATOR,zu Gleis 7/8 Abschnitt C,9.4483548,51.310788,ACTIVE,available,3127,2019-07-07T15:13:10Z
10008873,ELEVATOR,zu Gleis 1/2,12.3170843,51.6228475,ACTIVE,available,680,2019-07-07T15:13:10Z
10194068,ESCALATOR,von EG zu U-Bahn Gleis,13.32940885,52.4776494,ACTIVE,available,970,2019-07-07T15:13:10Z
10186448,ELEVATOR,zu Gleis 9/10 Abschnitt C,9.4486176,51.310845,ACTIVE,available,3127,2019-07-07T15:13:10Z
10019515,ELEVATOR,zu Gleis 1/2 (S-Bahn),9.194104027,48.69037388,ACTIVE,available,1824,2019-07-07T15:13:10Z
10019516,ELEVATOR,zu Gleis 1/2 (S-Bahn),9.1932543,48.6907184,ACTIVE,available,1824,2019-07-07T15:13:10Z
10019513,ESCALATOR,zu Gleis 1/2 (S-Bahn),9.1930384,48.69068245,ACTIVE,available,1824,2019-07-07T15:13:10Z
10284880,ELEVATOR,zu Gleis 1 (S-Bahn),7.4690102,51.507762,ACTIVE,available,1292,2019-07-07T15:13:10Z
10019514,ESCALATOR,zu Gleis 1/2 (S-Bahn),9.19303005,48.6906911,ACTIVE,available,1824,2019-07-07T15:13:10Z
10457999,ELEVATOR,zu Gleis 1,9.4205554,48.8104151,ACTIVE,available,2387,2019-07-07T15:13:10Z
10544823,ELEVATOR,,6.9365598,51.5094384,ACTIVE,available,804,2019-07-07T15:13:10Z
10544824,ELEVATOR,,6.9367071,51.5093484,INACTIVE,not available,804,2019-07-07T15:13:10Z
10544825,ELEVATOR,zu Gleis 7/8 (S-Bahn),7.2235075,51.4783169,ACTIVE,available,724,2019-07-07T15:13:10Z
10201699,ELEVATOR,zu Gleis 3/4,11.4325056,48.7731725,UNKNOWN,monitoring disrupted,2994,2019-07-07T15:13:10Z
10491885,ESCALATOR,zu Gleis 5/6 (S-Bahn),13.46905785,52.50330255,ACTIVE,available,4809,2019-07-07T15:13:10Z
10008866,ELEVATOR,zu Gleis 3/4,12.3168295,51.6228701,ACTIVE,available,680,2019-07-07T15:13:10Z
10121113,ELEVATOR,zu Gleis 2/3,12.2928127,50.6278611,ACTIVE,available,5187,2019-07-07T15:13:10Z
10211010,ELEVATOR,zu Gleis 18/19 Abschnitt F,11.0816401,49.4445139,ACTIVE,available,4593,2019-07-07T15:13:10Z
10318679,ELEVATOR,zu Gleis 1,9.0304963,53.0158206,ACTIVE,available,7,2019-07-07T15:13:10Z
10482961,ESCALATOR,zu Gleis 1/2 (S-Bahn),10.1589827,53.4903606,ACTIVE,available,7979,2019-07-07T15:13:10Z
10482963,ESCALATOR,zu Gleis 11/12 (S-Bahn),10.0251,53.55254,ACTIVE,available,569,2019-07-07T15:13:10Z
10414877,ELEVATOR,zu Gleis 2/3,7.2007354,51.1773091,ACTIVE,available,5217,2019-07-07T15:13:10Z
10466003,ELEVATOR,zu Gleis 2,13.4637534,52.3683272,ACTIVE,available,8214,2019-07-07T15:13:10Z
10466002,ELEVATOR,zu Gleis 1,13.4631305,52.3681806,ACTIVE,available,8214,2019-07-07T15:13:10Z
10257228,ELEVATOR,zu Gleis 1,8.774793841,49.41034984,ACTIVE,available,8051,2019-07-07T15:13:10Z
10238960,ELEVATOR,zu Gleis 1,13.4344051,52.5101319,ACTIVE,available,530,2019-07-07T15:13:10Z
10456682,ELEVATOR,zu Gleis 1,14.4288969,51.1731919,INACTIVE,not available,432,2019-07-07T15:13:10Z
10269207,ELEVATOR,zu Gleis 1/2,11.9711211,51.2046008,ACTIVE,available,6633,2019-07-07T15:13:10Z
10318680,ELEVATOR,zu Gleis 2/3,9.0307463,53.0160056,ACTIVE,available,7,2019-07-07T15:13:10Z
10318681,ELEVATOR,zu Gleis 1,6.0911305,50.7680045,ACTIVE,available,1,2019-07-07T15:13:10Z
10269209,ELEVATOR,zu Gleis 3/4,11.9710009,51.2047457,ACTIVE,available,6633,2019-07-07T15:13:10Z
10455364,ELEVATOR,von Gleis 1/2 (S-Bahn) zu U5,13.4995074,52.510862,ACTIVE,available,549,2019-07-07T15:13:10Z
10455367,ELEVATOR,zu Gleis 1/2 (S-Bahn),13.5531722,52.4690661,ACTIVE,available,6899,2019-07-07T15:13:10Z
10280470,ELEVATOR,zu Gleis 1,7.1224968,51.3547337,ACTIVE,available,3529,2019-07-07T15:13:10Z
10482986,ELEVATOR,zu Gleis 7/8,7.166027,51.5308634,ACTIVE,available,6533,2019-07-07T15:13:10Z
10275919,ESCALATOR,von EG zu Zwischenebene,11.0680911,49.44296365,ACTIVE,available,2473,2019-07-07T15:13:10Z
10280476,ELEVATOR,zu Gleis 2,7.122258,51.3547853,ACTIVE,available,3529,2019-07-07T15:13:10Z
10466018,ELEVATOR,zu Gleis 1,9.8479805,48.2302884,ACTIVE,available,3593,2019-07-07T15:13:10Z
10492306,ELEVATOR,zu Gleis 3/4,9.199707,49.2317228,ACTIVE,available,277,2019-07-07T15:13:10Z
10492305,ELEVATOR,zu Gleis 1,9.1998994,49.2318836,ACTIVE,available,277,2019-07-07T15:13:10Z
10466017,ELEVATOR,zu Gleis 2/3,9.8477427,48.2302432,ACTIVE,available,3593,2019-07-07T15:13:10Z
10492309,ELEVATOR,von EG zu Tunnel,9.1991828,49.2312422,ACTIVE,available,277,2019-07-07T15:13:10Z
10414863,ELEVATOR,zu Gleis 2,9.4519747,51.324999,ACTIVE,available,8135,2019-07-07T15:13:10Z
10492308,ELEVATOR,zu Gleis 10/11,9.1993461,49.2314404,ACTIVE,available,277,2019-07-07T15:13:10Z
10492307,ELEVATOR,zu Gleis 5,9.1995569,49.2316053,ACTIVE,available,277,2019-07-07T15:13:10Z
10275918,ESCALATOR,zu Gleis 1 (S-Bahn),11.0679264,49.44279265,ACTIVE,available,2473,2019-07-07T15:13:10Z
10211062,ESCALATOR,zu Gleis 17/18,6.79486,51.21937,ACTIVE,available,1401,2019-07-07T15:13:10Z
10356927,ELEVATOR,zu Gleis 6/7,9.375285044,52.10208175,ACTIVE,available,2525,2019-07-07T15:13:10Z
10211064,ESCALATOR,zu Gleis 11/12 (S-Bahn),6.79402,51.21957,ACTIVE,available,1401,2019-07-07T15:13:10Z
10052978,ELEVATOR,EG - 1.OG - 2.OG,12.10033,49.01225,ACTIVE,available,5169,2019-07-07T15:13:10Z
10488281,ELEVATOR,zu Gleis 1,12.107621,49.1984365,ACTIVE,available,4006,2019-07-07T15:13:10Z
10488282,ELEVATOR,zu Gleis 2,12.1078726,49.1984425,ACTIVE,available,4006,2019-07-07T15:13:10Z
10280487,ELEVATOR,zu Gleis 1/2 (S-Bahn),7.0905029,51.3131572,ACTIVE,available,4469,2019-07-07T15:13:10Z
10071230,ELEVATOR,zu Gleis 1,7.0502123,51.5871851,UNKNOWN,monitoring disrupted,2054,2019-07-07T15:13:10Z
10202105,ESCALATOR,zu Gleis 1/2 (S-Bahn),10.02293,53.5475325,ACTIVE,available,2533,2019-07-07T15:13:10Z
10601874,ELEVATOR,UG-EG-1.OG-2.OG (DBInfo links),11.0818689,49.4460815,ACTIVE,available,4593,2019-07-07T15:13:10Z
10049332,ELEVATOR,zu Gleis 3/4,8.2226323,53.1440693,ACTIVE,available,4765,2019-07-07T15:13:10Z
10478001,ELEVATOR,zu Gleis 2/3,11.5253523,51.0309249,ACTIVE,available,166,2019-07-07T15:13:10Z
10118393,ESCALATOR,von Empfangshalle zu OG,11.55929495,48.140534,ACTIVE,available,4234,2019-07-07T15:13:10Z
10272876,ELEVATOR,von EG zu Tunnel,13.1754916,50.8573869,ACTIVE,available,4728,2019-07-07T15:13:10Z
10272877,ELEVATOR,zu Gleis 1/2,13.1753495,50.8572629,ACTIVE,available,4728,2019-07-07T15:13:10Z
10075764,ESCALATOR,zu Gleis 1/2 (S-Bahn),9.8929281,53.60295085,ACTIVE,available,1542,2019-07-07T15:13:10Z
10396522,ELEVATOR,zu Gleis 2,9.962409405,52.31790342,ACTIVE,available,5802,2019-07-07T15:13:10Z
10552160,ELEVATOR,,,,ACTIVE,available,1223,2019-07-07T15:13:10Z
10500952,ELEVATOR,zu Bstg. 2/3,8.8277983,48.5232497,ACTIVE,available,762,2019-07-07T15:13:10Z
10082058,ESCALATOR,zu Gleis 2/3,9.79843635,53.65473725,ACTIVE,available,4935,2019-07-07T15:13:10Z
10438490,ESCALATOR,zu U-Bahn Gleis,7.4600625,51.51773305,ACTIVE,available,1289,2019-07-07T15:13:10Z
10118582,ESCALATOR,zu Gleis 1/2 (S-Bahn),11.6044435,48.12737125,ACTIVE,available,4241,2019-07-07T15:13:10Z
10467809,ELEVATOR,zu Gleis 1,13.96167007,51.8619366,ACTIVE,available,3805,2019-07-07T15:13:10Z
10082051,ESCALATOR,zu Gleis 1/2 (S-Bahn),9.990278,53.4570912,ACTIVE,available,2519,2019-07-07T15:13:10Z
10118583,ESCALATOR,von EG zu Empfangshalle,11.60481345,48.12817345,ACTIVE,available,4241,2019-07-07T15:13:10Z
10082050,ESCALATOR,zu Busbahnhof,9.98978165,53.456858,ACTIVE,available,2519,2019-07-07T15:13:10Z
10467808,ELEVATOR,zu Gleis 2/3,13.96155084,51.86182394,ACTIVE,available,3805,2019-07-07T15:13:10Z
10118580,ESCALATOR,zu Gleis 3/4 (S-Bahn),11.60461575,48.12725815,ACTIVE,available,4241,2019-07-07T15:13:10Z
10082053,ESCALATOR,Gleis 1/2 (S-Bahn) - Gleis 1/2,9.9918901,53.4569003,ACTIVE,available,2519,2019-07-07T15:13:10Z
10118581,ESCALATOR,zu Gleis 1/2 (S-Bahn),11.604463,48.1273585,ACTIVE,available,4241,2019-07-07T15:13:10Z
10082055,ESCALATOR,zu Gleis 1/2,9.9919629,53.4565594,ACTIVE,available,2519,2019-07-07T15:13:10Z
10082054,ESCALATOR,zu Gleis 3/4,9.9916803,53.45653165,ACTIVE,available,2519,2019-07-07T15:13:10Z
10500951,ELEVATOR,zu Gleis 1,8.8280497,48.5232705,ACTIVE,available,762,2019-07-07T15:13:10Z
10467810,ELEVATOR,zu Gleis 1,13.22971668,52.21702725,ACTIVE,available,6242,2019-07-07T15:13:10Z
10438488,ESCALATOR,zu U-Bahn Gleis,7.46007065,51.5177092,ACTIVE,available,1289,2019-07-07T15:13:10Z
10467816,ELEVATOR,zu Gleis 2/4,13.22997035,52.216902,ACTIVE,available,6242,2019-07-07T15:13:10Z
10467815,ELEVATOR,zu Gleis 3/5,10.54572896,52.45609689,ACTIVE,available,2122,2019-07-07T15:13:10Z
10118573,ESCALATOR,zu Gleis 3/4 (S-Bahn),11.60463585,48.12724485,ACTIVE,available,4241,2019-07-07T15:13:10Z
10500948,ELEVATOR,zu Gleis 2/3,7.15925,52.310076,ACTIVE,available,248,2019-07-07T15:13:10Z
10467819,ELEVATOR,zu Gleis 3/4 (S-Bahn),13.4021597,52.5226233,ACTIVE,available,2447,2019-07-07T15:13:10Z
10467818,ELEVATOR,zu Gleis 4,10.5456406,52.455806,ACTIVE,available,2122,2019-07-07T15:13:10Z
10467817,ELEVATOR,zu Gleis 1/2,10.54567947,52.4559694,ACTIVE,available,2122,2019-07-07T15:13:10Z
10036182,ELEVATOR,zu Gleis 4/5,11.9894167,51.7524524,ACTIVE,available,3382,2019-07-07T15:13:10Z
10569817,ELEVATOR,,11.55835,48.14109,ACTIVE,available,4234,2019-07-07T15:13:10Z
10036183,ELEVATOR,zu Gleis 1,11.9886992,51.7523286,ACTIVE,available,3382,2019-07-07T15:13:10Z
10036185,ELEVATOR,zu Gleis 2/3,11.9890278,51.7523926,ACTIVE,available,3382,2019-07-07T15:13:10Z
10467823,ESCALATOR,Zwischenebene - Stresemann Str,13.3761,52.509,ACTIVE,available,5016,2019-07-07T15:13:10Z
10467822,ELEVATOR,zu Gleis 5/6 (S-Bahn),13.3876536,52.5203215,ACTIVE,available,527,2019-07-07T15:13:10Z
10467821,ELEVATOR,zu Gleis 1/2 (S-Bahn),13.4647701,52.5237752,ACTIVE,available,6042,2019-07-07T15:13:10Z
10467827,ESCALATOR,Zw.ebene - Alte Potsdamer Str,13.3752,52.5089,ACTIVE,available,5016,2019-07-07T15:13:10Z
10467825,ESCALATOR,Zw.ebene - Alte Potsdamer Str,13.3752,52.5089,ACTIVE,available,5016,2019-07-07T15:13:10Z
10467824,ESCALATOR,Zwischenebene - Stresemann Str,13.3761,52.5089,ACTIVE,available,5016,2019-07-07T15:13:10Z
10143519,ELEVATOR,zu Gleis 1/2,7.728815954,50.3276154,ACTIVE,available,271,2019-07-07T15:13:10Z
10082031,ESCALATOR,von Gleis 3/4 (S-Bahn) zu 1.UG,9.9349048,53.55143075,ACTIVE,available,2517,2019-07-07T15:13:10Z
10467829,ESCALATOR,Zw.ebene - Alte Potsdamer Str,13.3752,52.5089,ACTIVE,available,5016,2019-07-07T15:13:10Z
10082030,ESCALATOR,von Gleis 1/2 (S-Bahn) zu 1.UG,9.93467775,53.55142855,INACTIVE,not available,2517,2019-07-07T15:13:10Z
10082033,ESCALATOR,von EG zu 1.UG,9.9348536,53.55208135,ACTIVE,available,2517,2019-07-07T15:13:10Z
10082032,ESCALATOR,von Gleis 3/4 (S-Bahn) zu 1.UG,9.93496465,53.55143755,ACTIVE,available,2517,2019-07-07T15:13:10Z
10082035,ESCALATOR,von EG zu 1.OG,9.93492,53.55208,ACTIVE,available,2517,2019-07-07T15:13:10Z
10408608,ELEVATOR,zu Gleis 3/4,13.3030515,52.5044885,ACTIVE,available,537,2019-07-07T15:13:10Z
10082034,ESCALATOR,von EG zu 1.UG,9.93491445,53.55208045,ACTIVE,available,2517,2019-07-07T15:13:10Z
10508890,ELEVATOR,Gleis 9/10,8.2864287,51.8573837,ACTIVE,available,5247,2019-07-07T15:13:10Z
10352932,ELEVATOR,zu Gleis 1/2 (S-Bahn),9.8927266,53.6030506,ACTIVE,available,1542,2019-07-07T15:13:10Z
10082048,ESCALATOR,zu Busbahnhof,9.98975625,53.4568659,ACTIVE,available,2519,2019-07-07T15:13:10Z
10082047,ESCALATOR,zu Busbahnhof,9.9897882,53.457262,ACTIVE,available,2519,2019-07-07T15:13:10Z
10082049,ESCALATOR,zu Busbahnhof,9.98978165,53.456858,ACTIVE,available,2519,2019-07-07T15:13:10Z
10048169,ELEVATOR,zu Gleis 4/5,6.7774493,51.3651435,UNKNOWN,monitoring disrupted,1379,2019-07-07T15:13:10Z
10450174,ELEVATOR,zu Gleis 1/2,11.4135472,48.1053724,ACTIVE,available,4949,2019-07-07T15:13:10Z
10453208,ELEVATOR,zu Gleis 1/14/15,7.473690011,50.43119599,ACTIVE,available,4464,2019-07-07T15:13:10Z
10453207,ELEVATOR,zu Gleis 2/3/24,7.4043417,50.4347721,ACTIVE,available,144,2019-07-07T15:13:10Z
10453206,ELEVATOR,zu Gleis 1,7.4042739,50.4346823,ACTIVE,available,144,2019-07-07T15:13:10Z
10223339,ESCALATOR,von Passage zu Basement,11.08170155,49.44649385,ACTIVE,available,4593,2019-07-07T15:13:10Z
10223338,ESCALATOR,von Passage zu Basement,11.08173405,49.44650115,ACTIVE,available,4593,2019-07-07T15:13:10Z
10488792,ELEVATOR,zu Gleis 2/3,8.381048,49.4934418,ACTIVE,available,3839,2019-07-07T15:13:10Z
10492806,ELEVATOR,zu Gleis 1,13.6312832,52.2970944,ACTIVE,available,3343,2019-07-07T15:13:10Z
10453209,ELEVATOR,zu Gleis 2/3,7.473672142,50.43139238,ACTIVE,available,4464,2019-07-07T15:13:10Z
10488793,ELEVATOR,zu Gleis 1,8.3809493,49.4933325,ACTIVE,available,3839,2019-07-07T15:13:10Z
10223337,ESCALATOR,von EG zu 1.OG,11.08122375,49.4460542,ACTIVE,available,4593,2019-07-07T15:13:10Z
10223336,ESCALATOR,von EG zu 1.OG,11.0812374,49.4460289,ACTIVE,available,4593,2019-07-07T15:13:10Z
10483099,ELEVATOR,zu Gleis 2/3,6.9565507,49.2421823,ACTIVE,available,5454,2019-07-07T15:13:10Z
10117209,ESCALATOR,von EG zu UG,11.56036,48.14021,UNKNOWN,monitoring disrupted,4234,2019-07-07T15:13:10Z
10223335,ESCALATOR,von EG zu Basement,11.0814818,49.44608455,ACTIVE,available,4593,2019-07-07T15:13:10Z
10463496,ELEVATOR,zu Gleis 3,8.3793473,49.220099,ACTIVE,available,8244,2019-07-07T15:13:10Z
10223334,ESCALATOR,von EG zu Basement,11.0814694,49.44610765,ACTIVE,available,4593,2019-07-07T15:13:10Z
10487455,ELEVATOR,zu Gleis 1,7.1765815,49.3534215,ACTIVE,available,4426,2019-07-07T15:13:10Z
10223344,ESCALATOR,von EG zu Basement,11.0818552,49.4459874,ACTIVE,available,4593,2019-07-07T15:13:10Z
10200698,ELEVATOR,zu Gleis 3/4,12.3893778,51.3962577,ACTIVE,available,7848,2019-07-07T15:13:10Z
10223343,ESCALATOR,von EG zu Basement,11.08206225,49.4460334,ACTIVE,available,4593,2019-07-07T15:13:10Z
10085129,ELEVATOR,zu Gleis 8/9 (S-Bahn),13.4338291,52.5112101,ACTIVE,available,530,2019-07-07T15:13:10Z
10085128,ELEVATOR,zu Gleis 10/11 (S-Bahn),13.4339585,52.5113237,ACTIVE,available,530,2019-07-07T15:13:10Z
10223342,ESCALATOR,von EG zu 1.OG,11.08181495,49.44600355,ACTIVE,available,4593,2019-07-07T15:13:10Z
10223341,ESCALATOR,von EG zu 1.OG,11.08187285,49.44601665,ACTIVE,available,4593,2019-07-07T15:13:10Z
10492805,ELEVATOR,zu Gleis 2/3,13.63152,52.2971048,ACTIVE,available,3343,2019-07-07T15:13:10Z
10117212,ESCALATOR,von EG zu Empfangshalle,11.60477455,48.1281477,ACTIVE,available,4241,2019-07-07T15:13:10Z
10020629,ELEVATOR,von KG zu 2.OG,8.66325,50.10745,ACTIVE,available,1866,2019-07-07T15:13:10Z
10487449,ELEVATOR,zu Gleis 2/3,8.644912,52.7918848,ACTIVE,available,6295,2019-07-07T15:13:10Z
10487448,ELEVATOR,zu Gleis 1,8.6447276,52.7919692,ACTIVE,available,6295,2019-07-07T15:13:10Z
10487447,ELEVATOR,zu Gleis 1/2 (S-Bahn),13.3630728,52.5812404,ACTIVE,available,567,2019-07-07T15:13:10Z
10131527,ELEVATOR,von Gleis 1/2 zu Gleis 11/12,13.2838186,52.5008704,ACTIVE,available,6723,2019-07-07T15:13:10Z
10131526,ESCALATOR,zu Gleis 1/2 (S-Bahn),13.28397475,52.50071145,ACTIVE,available,6723,2019-07-07T15:13:10Z
10020626,ELEVATOR,DB Lounge,8.6640127,50.1068308,ACTIVE,available,1866,2019-07-07T15:13:10Z
10483096,ELEVATOR,zu Gleis 15/16,6.8512351,51.4750628,ACTIVE,available,4648,2019-07-07T15:13:10Z
10487454,ELEVATOR,zu Gleis 2/3,7.1764477,49.3535412,ACTIVE,available,4426,2019-07-07T15:13:10Z
10487453,ELEVATOR,zu Gleis 25,7.1771252,49.3531033,ACTIVE,available,4426,2019-07-07T15:13:10Z
10483098,ELEVATOR,zu Gleis 1/2,6.9666309,51.2164876,ACTIVE,available,2799,2019-07-07T15:13:10Z
10483097,ELEVATOR,zu Gleis 1/3,6.9220507,51.1669036,INACTIVE,not available,2763,2019-07-07T15:13:10Z
10487451,ELEVATOR,zu Gleis 26/27,7.1771903,49.3529637,ACTIVE,available,4426,2019-07-07T15:13:10Z
10450192,ELEVATOR,zu Gleis 1/2,11.443849,48.1490016,ACTIVE,available,4271,2019-07-07T15:13:10Z
10085130,ELEVATOR,zu Gleis 6/7,13.4336562,52.5110649,ACTIVE,available,530,2019-07-07T15:13:10Z
10496398,ELEVATOR,zu Gleis 1,11.2034326,49.3819637,ACTIVE,available,1783,2019-07-07T15:13:10Z
10138160,ELEVATOR,zu Gleis 1/2,7.008047,51.4845368,ACTIVE,available,1694,2019-07-07T15:13:10Z
10509313,ELEVATOR,zu Gleis 3/4,10.9972453,49.570368,ACTIVE,available,1651,2019-07-07T15:13:10Z
10453224,ELEVATOR,zu Gleis 1/2,12.7060884,50.798623,ACTIVE,available,2862,2019-07-07T15:13:10Z
10453223,ELEVATOR,von EG zu Tunnel,12.7060947,50.7985135,ACTIVE,available,2862,2019-07-07T15:13:10Z
10020635,ELEVATOR,von EG zu C-Ebene,8.66495,50.10651,ACTIVE,available,1866,2019-07-07T15:13:10Z
10020636,ELEVATOR,von EG zu C-Ebene,8.66277,50.10794,ACTIVE,available,1866,2019-07-07T15:13:10Z
10020637,ELEVATOR,von EG zu C-Ebene,8.66277,50.10794,ACTIVE,available,1866,2019-07-07T15:13:10Z
10225984,ELEVATOR,zu Gleis 1/2 (S-Bahn),6.517818705,50.83988279,ACTIVE,available,5485,2019-07-07T15:13:10Z
10439763,ESCALATOR,zu Gleis 5/6 (S-Bahn),13.3003907,52.53055935,ACTIVE,available,3067,2019-07-07T15:13:10Z
10014785,ELEVATOR,zu Gleis 1/2,13.7905435,51.0212907,ACTIVE,available,1356,2019-07-07T15:13:10Z
10439761,ESCALATOR,zu Gleis 5/6 (S-Bahn),13.2981167,52.53023615,ACTIVE,available,3067,2019-07-07T15:13:10Z
10212674,ESCALATOR,zu Gleis 15/16,6.79462,51.21948,ACTIVE,available,1401,2019-07-07T15:13:10Z
10111914,ESCALATOR,zu Gleis 8/10,7.45942,51.51774,ACTIVE,available,1289,2019-07-07T15:13:10Z
10453235,ELEVATOR,zu Gleis 1/2 (S-Bahn),10.03802796,53.5612336,ACTIVE,available,3518,2019-07-07T15:13:10Z
10277130,ELEVATOR,zu Gleis 105,7.86916,50.7894,ACTIVE,available,597,2019-07-07T15:13:10Z
10200695,ELEVATOR,zu Gleis 3/4,12.38945739,51.39605684,ACTIVE,available,7848,2019-07-07T15:13:10Z
10435395,ELEVATOR,zu Gleis 2/3 Abschnitt C,12.1197028,47.8499488,ACTIVE,available,5348,2019-07-07T15:13:10Z
10277129,ELEVATOR,zu Gleis 102,7.86925,50.7895,UNKNOWN,monitoring disrupted,597,2019-07-07T15:13:10Z
10435397,ELEVATOR,zu Gleis 4/5 Abschnitt B,12.1196106,47.8498272,ACTIVE,available,5348,2019-07-07T15:13:10Z
10487473,ELEVATOR,von EG zu Brücke,13.6485856,52.5158634,ACTIVE,available,660,2019-07-07T15:13:10Z
