equipmentnumber,type,description,geocoordX,geocoordY,state,stateExplanation,stationnumber,datetime
10170305,ESCALATOR,zu Gleis 2 (S-Bahn),13.38943955,52.39873435,INACTIVE,not available,5563,2019-07-07T15:13:10Z
10170304,ESCALATOR,zu Gleis 1 (S-Bahn),13.38934425,52.39836505,ACTIVE,available,5563,2019-07-07T15:13:10Z
10170303,ELEVATOR,zu Gleis 1 (S-Bahn),13.3891448,52.3986614,ACTIVE,available,5563,2019-07-07T15:13:10Z
10170302,ELEVATOR,zu Gleis 2 (S-Bahn),13.3896652,52.3983767,ACTIVE,available,5563,2019-07-07T15:13:10Z
10508906,ELEVATOR,zu Gleis 2/3,7.62021,51.50482,ACTIVE,available,2890,2019-07-07T15:13:10Z
10298862,ELEVATOR,zu Gleis 1/2 (S-Bahn),11.6603139,48.0757866,ACTIVE,available,4362,2019-07-07T15:13:10Z
10298863,ELEVATOR,von EG zu Tunnel,11.6604563,48.0758165,ACTIVE,available,4362,2019-07-07T15:13:10Z
10068697,ELEVATOR,zu Gleis 1/2 (S-Bahn),13.20955967,52.53192359,UNKNOWN,monitoring disrupted,7761,2019-07-07T15:13:10Z
10440074,ELEVATOR,zu Gleis 4/5,8.6616733,50.5796477,ACTIVE,available,2120,2019-07-07T15:13:10Z
10440075,ELEVATOR,zu Gleis 2/3,8.6617977,50.5795351,ACTIVE,available,2120,2019-07-07T15:13:10Z
10318052,ELEVATOR,zu Gleis 2/3,9.2376663,52.9211951,ACTIVE,available,6408,2019-07-07T15:13:10Z
10318054,ELEVATOR,zu Gleis 4/5,9.2378981,52.9212805,ACTIVE,available,6408,2019-07-07T15:13:10Z
10354589,ELEVATOR,zu Gleis 2/3,7.110397291,49.27456564,UNKNOWN,monitoring disrupted,5942,2019-07-07T15:13:10Z
10440071,ELEVATOR,zu Gleis 14/15,8.6623269,50.5787809,ACTIVE,available,2120,2019-07-07T15:13:10Z
10440072,ELEVATOR,zu Gleis 12/13,8.6622379,50.5789065,ACTIVE,available,2120,2019-07-07T15:13:10Z
10440073,ELEVATOR,zu Gleis 11,8.6620998,50.5791204,ACTIVE,available,2120,2019-07-07T15:13:10Z
10272245,ESCALATOR,zu Gleis 2/3,8.57272,50.05162,ACTIVE,available,1849,2019-07-07T15:13:10Z
10472539,ESCALATOR,zu Gleis 7/8 (S-Bahn),7.2233881,51.47828545,ACTIVE,available,724,2019-07-07T15:13:10Z
10354592,ELEVATOR,zu Gleis 4/5,7.3365067,49.328015,ACTIVE,available,2892,2019-07-07T15:13:10Z
10354591,ELEVATOR,zu Gleis 4/5,7.3366706,49.3279179,ACTIVE,available,2892,2019-07-07T15:13:10Z
10354590,ELEVATOR,zu Gleis 2/3,7.3368243,49.3278268,ACTIVE,available,2892,2019-07-07T15:13:10Z
10272243,ESCALATOR,zu Gleis 2/3,8.57165,50.05136,ACTIVE,available,1849,2019-07-07T15:13:10Z
10272242,ESCALATOR,zu Gleis 2/3,8.57118,50.05128,ACTIVE,available,1849,2019-07-07T15:13:10Z
10116808,ELEVATOR,zu Gleis 2,12.6218501,50.7895314,ACTIVE,available,5936,2019-07-07T15:13:10Z
10116805,ELEVATOR,zu Gleis 1,12.6218876,50.7897784,ACTIVE,available,5936,2019-07-07T15:13:10Z
10500175,ELEVATOR,zu Gleis 3/4,11.5932737,50.8840079,ACTIVE,available,2201,2019-07-07T15:13:10Z
10500176,ELEVATOR,zu Gleis 5,11.5936172,50.8839898,ACTIVE,available,2201,2019-07-07T15:13:10Z
10310100,ESCALATOR,zu Gleis 1/2,11.03772,50.97246,ACTIVE,available,1634,2019-07-07T15:13:10Z
10310101,ESCALATOR,zu Gleis 1/2,11.03774,50.97244,ACTIVE,available,1634,2019-07-07T15:13:10Z
10500178,ELEVATOR,zu Gleis 2,11.577755,50.9234879,ACTIVE,available,3045,2019-07-07T15:13:10Z
10225057,ELEVATOR,zu Gleis 3/4,9.2706284,48.8203952,ACTIVE,available,1775,2019-07-07T15:13:10Z
10500179,ELEVATOR,zu Gleis 6,11.5937936,50.8840753,ACTIVE,available,2201,2019-07-07T15:13:10Z
10272238,ESCALATOR,zu Gleis 1,8.57132,50.05106,ACTIVE,available,1849,2019-07-07T15:13:10Z
10272239,ESCALATOR,zu Gleis 1,8.57282,50.05146,ACTIVE,available,1849,2019-07-07T15:13:10Z
10477336,ELEVATOR,zu Gleis 2,9.4195835,48.9262908,ACTIVE,available,4001,2019-07-07T15:13:10Z
10477335,ELEVATOR,zu Gleis 1,9.4194885,48.9261309,ACTIVE,available,4001,2019-07-07T15:13:10Z
10014098,ELEVATOR,zu Gleis 6/7 (S-Bahn),7.459799393,51.51764257,ACTIVE,available,1289,2019-07-07T15:13:10Z
10158632,ESCALATOR,zu Gleis 5/6,13.17981655,52.42105935,ACTIVE,available,566,2019-07-07T15:13:10Z
10506304,ELEVATOR,zu Gleis 2/3,8.80093,51.99188,ACTIVE,available,3491,2019-07-07T15:13:10Z
10506303,ELEVATOR,zu Gleis 4/5,8.80115,51.99195,ACTIVE,available,3491,2019-07-07T15:13:10Z
10295790,ELEVATOR,zu Gleis 2/3,9.973820398,52.37649171,ACTIVE,available,3620,2019-07-07T15:13:10Z
10274842,ELEVATOR,zu Gleis 1,13.7972272,52.8337565,ACTIVE,available,1444,2019-07-07T15:13:10Z
10274843,ELEVATOR,zu Gleis 2/3,13.7970243,52.8338332,ACTIVE,available,1444,2019-07-07T15:13:10Z
10491636,ELEVATOR,zu Gleis 4/5,11.5801811,49.9496126,ACTIVE,available,439,2019-07-07T15:13:10Z
10069131,ELEVATOR,zu Gleis 3/4 (S-Bahn),13.5088984,52.4553473,ACTIVE,available,559,2019-07-07T15:13:10Z
10349149,ELEVATOR,zu Gleis 1/2,9.1436725,49.9802344,ACTIVE,available,187,2019-07-07T15:13:10Z
10274845,ELEVATOR,zu Gleis 4/5,13.796788,52.8339225,ACTIVE,available,1444,2019-07-07T15:13:10Z
10014089,ESCALATOR,zu Gleis 8/10,7.45918,51.51772,ACTIVE,available,1289,2019-07-07T15:13:10Z
10470708,ELEVATOR,zu Gleis 3/4/5,12.6389481,47.8700369,ACTIVE,available,6240,2019-07-07T15:13:10Z
10349150,ELEVATOR,zu Gleis 3/4,9.1436613,49.9804583,ACTIVE,available,187,2019-07-07T15:13:10Z
10438641,ELEVATOR,zu Gleis 1/2,12.07060383,54.15162762,ACTIVE,available,3701,2019-07-07T15:13:10Z
10186671,ELEVATOR,zu Gleis 2/3,13.5915241,50.9828227,ACTIVE,available,6191,2019-07-07T15:13:10Z
10412031,ELEVATOR,zu Gleis 2/4,8.4209194,49.4612238,ACTIVE,available,3838,2019-07-07T15:13:10Z
10412032,ELEVATOR,von EG zu Tunnel,8.4210837,49.4611688,ACTIVE,available,3838,2019-07-07T15:13:10Z
10349153,ELEVATOR,zu Gleis 7/8 Abschnitt C,9.143682,49.980743,ACTIVE,available,187,2019-07-07T15:13:10Z
10349151,ELEVATOR,zu Gleis 5/6 Abschnitt C,9.1436725,49.9805947,ACTIVE,available,187,2019-07-07T15:13:10Z
10158631,ESCALATOR,zu Gleis 3/4 (S-Bahn),13.1794388,52.4213214,ACTIVE,available,566,2019-07-07T15:13:10Z
10158630,ESCALATOR,zu Gleis 1/2 (S-Bahn),13.1796221,52.4211963,ACTIVE,available,566,2019-07-07T15:13:10Z
10412030,ELEVATOR,zu Gleis 1,8.4207254,49.4613024,ACTIVE,available,3838,2019-07-07T15:13:10Z
10084761,ELEVATOR,zu Gleis 2,9.046232226,48.40409301,ACTIVE,available,4189,2019-07-07T15:13:10Z
10561138,ELEVATOR,,8.6068688,50.124134,INACTIVE,not available,1877,2019-07-07T15:13:10Z
10350107,ELEVATOR,zu Gleis 3/4,7.1949134,51.2668832,ACTIVE,available,6916,2019-07-07T15:13:10Z
10121374,ELEVATOR,zu Gleis 1/2 (S-Bahn),13.2285495,52.6251496,ACTIVE,available,7729,2019-07-07T15:13:10Z
10491655,ELEVATOR,zu Gleis 1/2,11.4074792,48.1767183,ACTIVE,available,4260,2019-07-07T15:13:10Z
10037546,ELEVATOR,zu Gleis 3/4,6.9382692,51.102531,ACTIVE,available,3535,2019-07-07T15:13:10Z
10533931,ESCALATOR,von Personentunnel aufwärts,9.96901105,53.56384495,ACTIVE,available,2516,2019-07-07T15:13:10Z
10316246,ELEVATOR,von Parkhaus A zum 1. UG,13.368798,52.525094,ACTIVE,available,1071,2019-07-07T15:13:10Z
10468413,ELEVATOR,zu Gleis 2/3,9.2640072,48.9436529,ACTIVE,available,3941,2019-07-07T15:13:10Z
10316245,ELEVATOR,von Parkhaus A zum 1. UG,13.368798,52.525094,ACTIVE,available,1071,2019-07-07T15:13:10Z
10468412,ELEVATOR,zu Gleis 1,9.2641377,48.943521,ACTIVE,available,3941,2019-07-07T15:13:10Z
10468411,ELEVATOR,zu Gleis 5/6 Abschnitt B/C,13.7402429,51.0657885,ACTIVE,available,1352,2019-07-07T15:13:10Z
10468410,ELEVATOR,zu Gleis 2,9.3288629,48.9390913,ACTIVE,available,3183,2019-07-07T15:13:10Z
10468409,ELEVATOR,zu Gleis 1,9.3289098,48.9392383,ACTIVE,available,3183,2019-07-07T15:13:10Z
10019748,ESCALATOR,zu Gleis 2/3,8.57007,50.05101,ACTIVE,available,1849,2019-07-07T15:13:10Z
10455100,ESCALATOR,Zwischenebene - Heimfelder Str,9.9625,53.46536,INACTIVE,under construction,2662,2019-07-07T15:13:10Z
10457765,ELEVATOR,zu Gleis 1/2,11.63009122,52.10927311,ACTIVE,available,3884,2019-07-07T15:13:10Z
10455103,ELEVATOR,zu Gleis 2/3,11.2540384,49.3627239,ACTIVE,available,4718,2019-07-07T15:13:10Z
10455109,ELEVATOR,zu Gleis 1-4,13.8593341,50.9810482,ACTIVE,available,2636,2019-07-07T15:13:10Z
10316251,ELEVATOR,von Parkhaus B zu EG,13.3690052,52.5247585,ACTIVE,available,1071,2019-07-07T15:13:10Z
10071488,ELEVATOR,zu Gleis 1/2,12.3545828,52.5999006,ACTIVE,available,5131,2019-07-07T15:13:10Z
10316250,ELEVATOR,von Parkhaus B zu EG,13.3689908,52.5247785,ACTIVE,available,1071,2019-07-07T15:13:10Z
10457767,ELEVATOR,zu Gleis 1/2,11.6410593,52.14843,ACTIVE,available,3887,2019-07-07T15:13:10Z
10457766,ELEVATOR,zu Gleis 3/4,11.62988582,52.10919046,ACTIVE,available,3884,2019-07-07T15:13:10Z
10457769,ELEVATOR,zu Gleis 1/2,11.7329896,52.0186832,ACTIVE,available,5645,2019-07-07T15:13:10Z
10457768,ELEVATOR,zu Gleis 3/4,11.6409202,52.1485275,ACTIVE,available,3887,2019-07-07T15:13:10Z
10448899,ELEVATOR,zu Gleis 1/2 (S-Bahn),13.3543328,52.4489068,ACTIVE,available,7146,2019-07-07T15:13:10Z
10316256,ELEVATOR,von Parkhaus C zu 1.UG,13.3692492,52.5243947,ACTIVE,available,1071,2019-07-07T15:13:10Z
10446230,ESCALATOR,Gleis 3/4 (S-Bahn) - Südsteg,10.00774,53.55239,ACTIVE,available,2514,2019-07-07T15:13:10Z
10316254,ELEVATOR,von Parkhaus C zu 1.UG,13.3692362,52.5244148,ACTIVE,available,1071,2019-07-07T15:13:10Z
10468414,ELEVATOR,zu Gleis 1,9.0050867,48.6879515,ACTIVE,available,720,2019-07-07T15:13:10Z
10349186,ELEVATOR,zu Gleis 5/6,7.2215438,51.2737806,ACTIVE,available,6928,2019-07-07T15:13:10Z
10349185,ELEVATOR,von Empfangshalle zu Tunnel,7.2214186,51.2741775,ACTIVE,available,6928,2019-07-07T15:13:10Z
10457770,ELEVATOR,zu Gleis 3/4,11.7332252,52.0187374,ACTIVE,available,5645,2019-07-07T15:13:10Z
10019739,ESCALATOR,zu Gleis 2/3,8.5712,50.05124,ACTIVE,available,1849,2019-07-07T15:13:10Z
10448880,ELEVATOR,zu Gleis 5/6 Abschnitt C,9.9798685,54.0764005,ACTIVE,available,4420,2019-07-07T15:13:10Z
10091086,ESCALATOR,zu Gleis 8/9,6.77736,51.43159,ACTIVE,available,1374,2019-07-07T15:13:10Z
10091085,ESCALATOR,zu Gleis 3/4,6.77575,51.42987,ACTIVE,available,1374,2019-07-07T15:13:10Z
10091084,ESCALATOR,zu Gleis 3/4,6.77572,51.42987,ACTIVE,available,1374,2019-07-07T15:13:10Z
10091083,ESCALATOR,zu Gleis 5/6,6.77701,51.43156,ACTIVE,available,1374,2019-07-07T15:13:10Z
10091082,ESCALATOR,zu Gleis 12/13,6.77698,51.42979,ACTIVE,available,1374,2019-07-07T15:13:10Z
10091081,ESCALATOR,zu Gleis 12/13,6.77694,51.42979,ACTIVE,available,1374,2019-07-07T15:13:10Z
10228986,ESCALATOR,zu Gleis 11/16,7.45913,51.51788,ACTIVE,available,1289,2019-07-07T15:13:10Z
10491667,ELEVATOR,zu Gleis 6/7,7.21803,51.5435194,ACTIVE,available,2722,2019-07-07T15:13:10Z
10448878,ELEVATOR,zu Gleis 3/4 Abschnitt E,9.9801067,54.0763556,ACTIVE,available,4420,2019-07-07T15:13:10Z
10438602,ELEVATOR,zu Gleis 1/2,12.0682244,54.1239077,ACTIVE,available,1741,2019-07-07T15:13:10Z
10265090,ELEVATOR,zu Gleis 2/3,8.675117498,49.37868012,ACTIVE,available,2630,2019-07-07T15:13:10Z
10096765,ELEVATOR,zu Gleis 1/2,12.24444205,50.6109231,ACTIVE,available,4349,2019-07-07T15:13:10Z
10131575,ESCALATOR,von UG zu Gleis 1/2 (S-Bahn),9.16738035,48.7730388,INACTIVE,not available,6079,2019-07-07T15:13:10Z
10448877,ELEVATOR,zu Gleis 1/2,9.9803284,54.0763144,ACTIVE,available,4420,2019-07-07T15:13:10Z
10119017,ESCALATOR,zu Gleis 4,7.09653,50.73204,UNKNOWN,monitoring disrupted,767,2019-07-07T15:13:10Z
10119012,ESCALATOR,zu Gleis 2/3,7.09682,50.73204,ACTIVE,available,767,2019-07-07T15:13:10Z
10096755,ELEVATOR,zu Gleis 4/5,12.45078955,52.85299747,ACTIVE,available,4446,2019-07-07T15:13:10Z
10096754,ELEVATOR,zu Gleis 2/3,12.4507284,52.8528444,ACTIVE,available,4446,2019-07-07T15:13:10Z
10049567,ELEVATOR,zu Gleis 20/24,13.2490743,52.7544697,ACTIVE,available,4777,2019-07-07T15:13:10Z
10467121,ELEVATOR,zu Gleis 1/2 (S-Bahn),11.3072531,47.9625801,ACTIVE,available,5006,2019-07-07T15:13:10Z
10508974,ELEVATOR,,,,ACTIVE,available,2389,2019-07-07T15:13:10Z
10508975,ELEVATOR,,,,ACTIVE,available,2389,2019-07-07T15:13:10Z
10096753,ELEVATOR,zu Gleis 1,12.4505286,52.8527833,ACTIVE,available,4446,2019-07-07T15:13:10Z
10334924,ELEVATOR,zu Gleis 4/5,11.6974177,47.8844716,ACTIVE,available,2888,2019-07-07T15:13:10Z
10049574,ELEVATOR,zu Gleis 30/32 (S-Bahn),13.2485725,52.7543684,INACTIVE,not available,4777,2019-07-07T15:13:10Z
10431198,ELEVATOR,zu Gleis 1/2,8.92077734,52.24406503,ACTIVE,available,4998,2019-07-07T15:13:10Z
10049573,ELEVATOR,zu Gleis 26/28,13.2488812,52.7544165,ACTIVE,available,4777,2019-07-07T15:13:10Z
10282755,ELEVATOR,zu Gleis 3/4,9.1637379,51.4930515,ACTIVE,available,6537,2019-07-07T15:13:10Z
10460180,ELEVATOR,zu Gleis 2/3,9.3384961,49.4414588,ACTIVE,available,5774,2019-07-07T15:13:10Z
10248832,ELEVATOR,zu Gleis 8/9 Abschnitt B,12.0998226,49.0115359,ACTIVE,available,5169,2019-07-07T15:13:10Z
10460175,ELEVATOR,zu Gleis 2/3,7.4344323,52.2764783,ACTIVE,available,5251,2019-07-07T15:13:10Z
10003481,ELEVATOR,zu Gleis 2/31/32/4,7.656399081,50.77380406,ACTIVE,available,204,2019-07-07T15:13:10Z
10003482,ELEVATOR,zu Gleis 1,7.656456155,50.77366611,ACTIVE,available,204,2019-07-07T15:13:10Z
10047061,ELEVATOR,von EG zu Tunnel,13.4404625,50.9012162,ACTIVE,available,4484,2019-07-07T15:13:10Z
10488505,ELEVATOR,zu Gleis 4,8.6565711,49.9936773,ACTIVE,available,3524,2019-07-07T15:13:10Z
10488506,ELEVATOR,zu Gleis 2/3,8.6567937,49.9936643,ACTIVE,available,3524,2019-07-07T15:13:10Z
10488507,ELEVATOR,zu Gleis 1,8.6570888,49.9937086,ACTIVE,available,3524,2019-07-07T15:13:10Z
10488508,ELEVATOR,zu Gleis 2/3,8.6610087,50.0225534,ACTIVE,available,945,2019-07-07T15:13:10Z
10565245,ELEVATOR,,,,ACTIVE,available,5100,2019-07-07T15:13:10Z
10586183,ELEVATOR,,,,ACTIVE,available,3204,2019-07-07T15:13:10Z
10047062,ELEVATOR,zu Gleis 1/2,13.4405369,50.9013169,ACTIVE,available,4484,2019-07-07T15:13:10Z
10304638,ELEVATOR,zu Gleis 1/120,7.7685791,49.4361634,ACTIVE,available,3082,2019-07-07T15:13:10Z
10038110,ELEVATOR,zu Gleis 1,9.1424289,48.6973439,ACTIVE,available,3626,2019-07-07T15:13:10Z
10248843,ESCALATOR,von Empfangshalle zu Brücke,12.0997043,49.01213035,ACTIVE,available,5169,2019-07-07T15:13:10Z
10464550,ELEVATOR,zu Gleis 2/3,11.2618501,48.1717509,ACTIVE,available,1977,2019-07-07T15:13:10Z
10444912,ELEVATOR,zu Gleis 1/2,11.3340189,48.2102876,ACTIVE,available,4763,2019-07-07T15:13:10Z
10542593,ELEVATOR,Ausgang P&R - Nord,14.0598719,52.3669841,ACTIVE,available,1980,2019-07-07T15:13:10Z
10542592,ELEVATOR,zu Gleis 1,14.0595488,52.3666664,ACTIVE,available,1980,2019-07-07T15:13:10Z
10460189,ELEVATOR,zu Gleis 4/5,7.4342108,52.276395,ACTIVE,available,5251,2019-07-07T15:13:10Z
10464548,ELEVATOR,von EG zu Tunnel,11.37639961,48.07041381,ACTIVE,available,2024,2019-07-07T15:13:10Z
10542594,ELEVATOR,zu Gleis 2/3,14.0597869,52.3668678,ACTIVE,available,1980,2019-07-07T15:13:10Z
10464549,ELEVATOR,zu Gleis 3/4,11.3761117,48.070624,ACTIVE,available,2024,2019-07-07T15:13:10Z
10198018,ESCALATOR,zu Gleis 4/5,7.82548,50.44485,ACTIVE,available,4169,2019-07-07T15:13:10Z
10586174,ELEVATOR,zu Gleis 1/2,11.1182925,49.4364111,ACTIVE,available,4598,2019-07-07T15:13:10Z
10198017,ESCALATOR,zu Gleis 4/5,7.82548,50.44482,ACTIVE,available,4169,2019-07-07T15:13:10Z
10198016,ESCALATOR,zu Gleis 1,7.82547,50.4446,ACTIVE,available,4169,2019-07-07T15:13:10Z
10198015,ESCALATOR,zu Gleis 1,7.82547,50.44458,ACTIVE,available,4169,2019-07-07T15:13:10Z
10087991,ELEVATOR,UG (Parkhaus) - EG - OG,13.4347867,52.5097472,ACTIVE,available,530,2019-07-07T15:13:10Z
10444918,ELEVATOR,zu Gleis 5/6,11.2579337,48.2140934,ACTIVE,available,3909,2019-07-07T15:13:10Z
10496153,ELEVATOR,zu Gleis 2,8.453846,49.0263069,ACTIVE,available,3110,2019-07-07T15:13:10Z
10496152,ELEVATOR,zu Gleis 1,8.4536183,49.0263337,ACTIVE,available,3110,2019-07-07T15:13:10Z
10496151,ELEVATOR,zu Gleis 2/3,8.4646073,49.0664952,ACTIVE,available,692,2019-07-07T15:13:10Z
10496150,ELEVATOR,zu Gleis 1,8.4649948,49.0664645,ACTIVE,available,692,2019-07-07T15:13:10Z
10304649,ELEVATOR,UG ; EG/PU,8.5329397,52.0292957,ACTIVE,available,622,2019-07-07T15:13:10Z
10248859,ESCALATOR,von Empfangshalle zu Brücke,12.09972535,49.0121304,ACTIVE,available,5169,2019-07-07T15:13:10Z
10282731,ELEVATOR,zu Gleis 1/2,9.1638926,51.4928567,ACTIVE,available,6537,2019-07-07T15:13:10Z
10312274,ESCALATOR,zu Gleis 1/2 (S-Bahn),13.28407155,52.50848165,ACTIVE,available,6840,2019-07-07T15:13:10Z
10248864,ESCALATOR,von Gleis 8/9 zu Brücke,12.0998209,49.01156185,ACTIVE,available,5169,2019-07-07T15:13:10Z
10490840,ELEVATOR,zu Gleis 3/4,11.536033,48.1425745,ACTIVE,available,4231,2019-07-07T15:13:10Z
10490841,ELEVATOR,von EG zu Brücke,11.5350792,48.142914,ACTIVE,available,4231,2019-07-07T15:13:10Z
10248862,ESCALATOR,von Gleis 4/5 zu Brücke,12.0998191,49.0118152,ACTIVE,available,5169,2019-07-07T15:13:10Z
10490839,ELEVATOR,zu Gleis 1/2,11.5360226,48.1427628,ACTIVE,available,4231,2019-07-07T15:13:10Z
10435198,ELEVATOR,zu Gleis 2/3,8.7492144,50.3679344,ACTIVE,available,310,2019-07-07T15:13:10Z
10122847,ELEVATOR,von EG zu Brücke,8.6438553,50.1123976,ACTIVE,available,7980,2019-07-07T15:13:10Z
10441867,ELEVATOR,zu Gleis 1,11.7601169,52.7877298,ACTIVE,available,4789,2019-07-07T15:13:10Z
10435192,ELEVATOR,zu Gleis 7/8 Abschnitt D/E,10.5406848,52.2520182,ACTIVE,available,835,2019-07-07T15:13:10Z
10441868,ELEVATOR,zu Gleis 2,11.7606863,52.7878005,ACTIVE,available,4789,2019-07-07T15:13:10Z
10232453,ESCALATOR,zu Gleis 4/5,6.78671,51.29174,ACTIVE,available,1400,2019-07-07T15:13:10Z
10435195,ELEVATOR,zu Gleis 1,8.7489498,50.3678904,ACTIVE,available,310,2019-07-07T15:13:10Z
10463252,ELEVATOR,zu Gleis 2/3,8.4905292,49.1617067,ACTIVE,available,2223,2019-07-07T15:13:10Z
10463254,ELEVATOR,zu Gleis 2,8.4548035,49.2310705,ACTIVE,available,4930,2019-07-07T15:13:10Z
10463253,ELEVATOR,zu Gleis 4/5,8.4907444,49.1616936,ACTIVE,available,2223,2019-07-07T15:13:10Z
10435186,ELEVATOR,zu Gleis 3/4,10.540226,52.2522813,ACTIVE,available,835,2019-07-07T15:13:10Z
10435187,ELEVATOR,zu Gleis 5/6 Abschnitt C/D,10.5404825,52.2521343,ACTIVE,available,835,2019-07-07T15:13:10Z
10201301,ELEVATOR,zu Gleis 6/7 Abschnitt F,11.0812564,49.4452494,ACTIVE,available,4593,2019-07-07T15:13:10Z
10500757,ELEVATOR,zu Gleis 1,8.7747266,47.7373097,ACTIVE,available,2219,2019-07-07T15:13:10Z
10500758,ELEVATOR,zu Gleis 2,8.7747249,47.737444,ACTIVE,available,2219,2019-07-07T15:13:10Z
10292990,ESCALATOR,zu Gleis 1/2,6.91590345,50.9513539,ACTIVE,available,3330,2019-07-07T15:13:10Z
10476573,ELEVATOR,zu Gleis 9/11/12,7.6358594,51.95647,ACTIVE,available,4280,2019-07-07T15:13:10Z
10199376,ELEVATOR,zu Gleis 1,11.08105,49.4456452,ACTIVE,available,4593,2019-07-07T15:13:10Z
10455637,ELEVATOR,zu Gleis 2 (S-Bahn),11.1741893,49.4131385,ACTIVE,available,1797,2019-07-07T15:13:10Z
10097343,ELEVATOR,zu Gleis 1/2,9.5562992,52.2151666,ACTIVE,available,5933,2019-07-07T15:13:10Z
10464595,ELEVATOR,zu Gleis 3/4 Abschnitt C,11.4613819,48.1498202,ACTIVE,available,4266,2019-07-07T15:13:10Z
10464596,ELEVATOR,zu Gleis 9/10 Abschnitt D,11.461665,48.1502375,ACTIVE,available,4266,2019-07-07T15:13:10Z
10314002,ESCALATOR,zu Gleis 11/12 (S-Bahn),13.37651755,52.50946995,ACTIVE,available,5016,2019-07-07T15:13:10Z
10314000,ESCALATOR,von EG zu UG,13.377245,52.50941675,ACTIVE,available,5016,2019-07-07T15:13:10Z
10499223,ELEVATOR,zu Gleis 5/6,8.5423573,50.1026518,ACTIVE,available,1872,2019-07-07T15:13:10Z
10499224,ELEVATOR,zu Gleis 10/11,8.5424095,50.102975,ACTIVE,available,1872,2019-07-07T15:13:10Z
10499221,ELEVATOR,zu Gleis 1/2,8.5424368,50.1023856,ACTIVE,available,1872,2019-07-07T15:13:10Z
10499222,ELEVATOR,zu Gleis 3/4,8.5423971,50.1025194,ACTIVE,available,1872,2019-07-07T15:13:10Z
10499220,ELEVATOR,zu Gleis 2/3,8.38804,50.1395,ACTIVE,available,1616,2019-07-07T15:13:10Z
10040488,ELEVATOR,zu Gleis 2/3,12.661577,51.8678584,ACTIVE,available,3863,2019-07-07T15:13:10Z
10441834,ELEVATOR,zu Gleis 1,7.2531761,51.1904799,INACTIVE,not available,5219,2019-07-07T15:13:10Z
10499219,ELEVATOR,zu Gleis 1,8.38816,50.1396,ACTIVE,available,1616,2019-07-07T15:13:10Z
10499216,ELEVATOR,zu Gleis 9/10,9.7980168,50.9697614,ACTIVE,available,443,2019-07-07T15:13:10Z
10499217,ELEVATOR,von EG zu Tunnel,9.7982727,50.9698587,ACTIVE,available,443,2019-07-07T15:13:10Z
10499215,ELEVATOR,zu Gleis 3-8,9.7977875,50.9696772,ACTIVE,available,443,2019-07-07T15:13:10Z
10248829,ELEVATOR,zu Gleis 1,12.0996418,49.0120875,ACTIVE,available,5169,2019-07-07T15:13:10Z
10315355,ELEVATOR,Gleis 5/6 (C/D) - Gleis 11/12,13.3697392,52.5248491,ACTIVE,available,1071,2019-07-07T15:13:10Z
10315354,ELEVATOR,Gleis 5/6 (C/D) - Gleis 13/14,13.3696107,52.525028,ACTIVE,available,1071,2019-07-07T15:13:10Z
10315353,ELEVATOR,Gleis 5/6 (C/D) - Gleis 15/16,13.3694928,52.525195,ACTIVE,available,1071,2019-07-07T15:13:10Z
10315352,ELEVATOR,Gleis 3/4 (C/D) - Gleis 15/16,13.3691925,52.5251729,ACTIVE,available,1071,2019-07-07T15:13:10Z
10441820,ESCALATOR,zu Gleis 6/7,13.4340538,52.5109073,ACTIVE,available,530,2019-07-07T15:13:10Z
10248830,ELEVATOR,zu Gleis 4/5 Abschnitt C,12.0998225,49.0117883,INACTIVE,not available,5169,2019-07-07T15:13:10Z
10436485,ELEVATOR,zu Gleis 2-5,7.4596238,51.5175188,ACTIVE,available,1289,2019-07-07T15:13:10Z
10441821,ESCALATOR,zu Gleis 8/9 (S-Bahn),13.43419505,52.51104075,ACTIVE,available,530,2019-07-07T15:13:10Z
10441822,ESCALATOR,zu Gleis 10/11 (S-Bahn),13.4343381,52.51116445,ACTIVE,available,530,2019-07-07T15:13:10Z
10441823,ESCALATOR,zu Gleis 10/11 (S-Bahn),13.43405,52.51127,ACTIVE,available,530,2019-07-07T15:13:10Z
10441824,ELEVATOR,zu Gleis 1/2,9.437160544,54.77374829,ACTIVE,available,1810,2019-07-07T15:13:10Z
10441825,ELEVATOR,zu Gleis 4/5,9.4374409,54.7740383,ACTIVE,available,1810,2019-07-07T15:13:10Z
10561711,ESCALATOR,,7.09644,50.73189,INACTIVE,under construction,767,2019-07-07T15:13:10Z
10482368,ELEVATOR,zu Gleis 11/12,6.85166,51.47487,ACTIVE,available,4648,2019-07-07T15:13:10Z
10561713,ESCALATOR,,7.09645,50.73189,INACTIVE,under construction,767,2019-07-07T15:13:10Z
10613486,ELEVATOR,,53.552148,9.934231,ACTIVE,available,2517,2019-07-07T15:13:10Z
10453807,ELEVATOR,zu Gleis 1/2,10.5400206,52.2523984,ACTIVE,available,835,2019-07-07T15:13:10Z
10055511,ELEVATOR,von EG zu Tunnel,11.1611189,52.8581158,ACTIVE,available,5487,2019-07-07T15:13:10Z
10063139,ELEVATOR,zu Gleis 4/5 Abschnitt B/C,10.7877966,52.4294428,ACTIVE,available,6859,2019-07-07T15:13:10Z
10040496,ELEVATOR,zu Gleis 4,12.661807,51.8677648,ACTIVE,available,3863,2019-07-07T15:13:10Z
